source_doc_id,link_text,href
comune_elezioni_index,Salta al contenuto principale,#main-content
comune_elezioni_index,Regione Calabria,https://www.regione.calabria.it
comune_elezioni_index,Accedi all'area personale,https://www.comune.lamezia-terme.cz.it/it/private
comune_elezioni_index,Città di Lamezia Terme,/
comune_elezioni_index,,https://m.facebook.com/Citt%C3%A0-di-Lamezia-Terme-105957904391479/
comune_elezioni_index,,https://whatsapp.com/channel/0029VbCB3OjHwXb2zzlKer2m
comune_elezioni_index,,#
comune_elezioni_index,Amministrazione,https://www.comune.lamezia-terme.cz.it/it/menu/amministrazione-272555
comune_elezioni_index,Novità,https://www.comune.lamezia-terme.cz.it/it/menu/news
comune_elezioni_index,Servizi,https://www.comune.lamezia-terme.cz.it/it/menu/servizi
comune_elezioni_index,Vivere il Comune,https://www.comune.lamezia-terme.cz.it/it/menu/vivere-il-comune
comune_elezioni_index,Tutti gli argomenti,https://www.comune.lamezia-terme.cz.it/it/topics
comune_elezioni_index,Accedi all'area personale,https://www.comune.lamezia-terme.cz.it/it/private
comune_elezioni_index,,https://m.facebook.com/Citt%C3%A0-di-Lamezia-Terme-105957904391479/
comune_elezioni_index,,https://whatsapp.com/channel/0029VbCB3OjHwXb2zzlKer2m
comune_elezioni_index,Home,https://www.comune.lamezia-terme.cz.it/it
comune_elezioni_index,Area Tematiche,https://www.comune.lamezia-terme.cz.it/it/menu/297014
comune_elezioni_index,Elezioni,https://www.comune.lamezia-terme.cz.it/it/topics/17
comune_elezioni_index,Stradario elettorale,/s3prod/uploads/ckeditor/attachments/1/2/3/0/3/0/Stradario_elettorale.pdf
comune_elezioni_index,Linee guida per l'assegnazione e l'uso di spazi,https://municipium-images-production.s3-eu-west-1.amazonaws.com/s3/3458/allegati/elettorale/2025-comunali/doc-20250502-wa0006.pdf
comune_elezioni_index,>> news elezioni <<,https://www.comune.lamezia-terme.cz.it/it/news-category/115186
comune_elezioni_index,Facebook,javascript: void(0)
comune_elezioni_index,Twitter,https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.comune.lamezia-terme.cz.it%2Fit%2Fpage%2Felezioni-144dbdad-1bf3-4270-a6cd-e255d168ca86&text=Elezioni
comune_elezioni_index,Whatsapp,https://web.whatsapp.com/send?text=Elezioni - https://www.comune.lamezia-terme.cz.it/it/page/elezioni-144dbdad-1bf3-4270-a6cd-e255d168ca86
comune_elezioni_index,Telegram,https://telegram.me/share/url?url=https://www.comune.lamezia-terme.cz.it/it/page/elezioni-144dbdad-1bf3-4270-a6cd-e255d168ca86&text=Elezioni
comune_elezioni_index,LinkedIn,https://www.linkedin.com/sharing/share-offsite/?url=https://www.comune.lamezia-terme.cz.it/it/page/elezioni-144dbdad-1bf3-4270-a6cd-e255d168ca86
comune_elezioni_index,Invia,mailto:?subject=www.comune.lamezia-terme.cz.it&body=https://www.comune.lamezia-terme.cz.it/it/page/elezioni-144dbdad-1bf3-4270-a6cd-e255d168ca86
comune_elezioni_index,Stampa,#
comune_elezioni_index,Ascolta,#
comune_elezioni_index,Elezioni,https://www.comune.lamezia-terme.cz.it/it/page/elezioni-144dbdad-1bf3-4270-a6cd-e255d168ca86
comune_elezioni_index,Raccolta Differenziata,https://lameziafaladifferenza.it/fido/?page_id=140
comune_elezioni_index,Informazioni ambientali,http://www.trasparenza.tinnservice.com:8010/traspamm/sezioni/00301390795/169/?idperiodosezioni=2&idannopubblicazione=2020&rows=50&page=1
comune_elezioni_index,Istituti scolastici,https://www.comune.lamezia-terme.cz.it/it/page/istituti-scolastici-3357041e-1bcb-4ec4-9cf8-5b08d9720196
comune_elezioni_index,Osservatorio Permanente per l’Inclusione Scolastica “Antonio Saffioti” OPIS,https://www.comune.lamezia-terme.cz.it/it/page/osservatorio-permanente-per-linclusione-scolastica-antonio-saffioti-2023
comune_elezioni_index,Piano urbano del traffico,https://www.comune.lamezia-terme.cz.it/it/page/piano-generale-del-traffico-urbano
comune_elezioni_index,Protezione Civile,https://www.comune.lamezia-terme.cz.it/it/menu/protezione-civile-297319
comune_elezioni_index,Piani urbanistici comunali,https://www.comune.lamezia-terme.cz.it/it/menu/piani-urbanistici-comunali-297344
comune_elezioni_index,Referendum popolare confermativo marzo 2026,https://www.comune.lamezia-terme.cz.it/it/page/referendum-popolare-confermativo-marzo-2026
comune_elezioni_index,Vai alla Pagina,https://www.comune.lamezia-terme.cz.it/it/page/referendum-popolare-confermativo-marzo-2026
comune_elezioni_index,Elezioni provinciali 2026,https://www.provincia.catanzaro.it/index.php/elezioni-provinciali?layout=edit&id=1128
comune_elezioni_index,Vai alla Pagina,https://www.provincia.catanzaro.it/index.php/elezioni-provinciali?layout=edit&id=1128
comune_elezioni_index,Referendum giugno 2025,https://www.comune.lamezia-terme.cz.it/it/page/referendum-abrogativi-giugno-2025
comune_elezioni_index,Vai alla Pagina,https://www.comune.lamezia-terme.cz.it/it/page/referendum-abrogativi-giugno-2025
comune_elezioni_index,Elezioni regionali 2025,https://www.comune.lamezia-terme.cz.it/it/page/elezioni-regionali-2025
comune_elezioni_index,Vai alla Pagina,https://www.comune.lamezia-terme.cz.it/it/page/elezioni-regionali-2025
comune_elezioni_index,Elezioni comunali del 25 e 26 maggio 2025,https://www.comune.lamezia-terme.cz.it/it/page/elezioni-comunali-del-25-e-26-maggio-2025
